ticket_id,created_at,subject,description,category,priority,source,affected_service
TKT-0695,2026-07-12 09:23:00,Docking station issue,Please help. USB devices disconnect whenever I connect through the docking station. The issue continues after a restart.,Hardware,Medium,Phone,Battery
TKT-0215,2026-08-23 08:12:00,Remote connection is slow,"Hello, Websites work but I cannot reach the shared project drive from home. I have a client deadline later today.",Network and VPN,Medium,Chat,Corporate VPN
TKT-0688,2026-07-02 06:51:00,Laptop will not start,"IT team, The laptop does not power on even when it is connected to the charger. Please let me know what information you need.",Hardware,Medium,Portal,Monitor
TKT-0751,2026-08-28 12:20:00,Unexpected login alert,"Hello, My company phone is missing and may have been left in a public location. There is no error code displayed.",Security,Critical,Portal,Identity Portal
TKT-0827,2026-08-26 00:42:00,Possible malware warning,"Hi support, The account portal reported a login from a location I do not recognize. I have a client deadline later today.",Security,Critical,Portal,Identity Portal
TKT-0042,2026-08-13 07:44:00,Password reset needed,"IT team, My password expired and the reset page will not accept the new password. This started this morning.",Account Access,Medium,Chat,Identity Portal
TKT-0760,2026-06-29 20:07:00,Suspicious email received,"IT team, My company phone is missing and may have been left in a public location. Another team member can use the same service.",Security,High,Phone,Security Operations
TKT-0115,2026-06-16 04:57:00,Password reset needed,"IT team, My password expired and the reset page will not accept the new password. Another team member can use the same service.",Account Access,High,Chat,Project Portal
TKT-0187,2026-08-23 13:18:00,No network access,Please help. The network connection is extremely slow when I open large files remotely. Please let me know what information you need.,Network and VPN,Medium,Chat,Corporate VPN
TKT-0134,2026-07-13 22:11:00,Cannot sign in,"IT team, I changed my password this morning and now my credentials are rejected. Another team member can use the same service.",Account Access,High,Chat,Microsoft 365
TKT-0497,2026-07-04 01:50:00,License error,"Hello, I need the approved software installed for a new assignment. This started this morning.",Software,Medium,Portal,Project Management Tool
TKT-0217,2026-07-17 07:13:00,Remote connection is slow,"Hi support, The network connection is extremely slow when I open large files remotely. Please let me know what information you need.",Network and VPN,Medium,Phone,Remote Desktop
TKT-0163,2026-06-02 09:08:00,VPN will not connect,"Hello, My wireless connection disconnects every few minutes in the office. I am working remotely today.",Network and VPN,Medium,Chat,Project File Share
TKT-0152,2026-06-03 05:26:00,Wi Fi keeps dropping,The network connection is extremely slow when I open large files remotely. The problem began after the latest update.,Network and VPN,Medium,Portal,Office Wi Fi
TKT-0394,2026-08-23 08:45:00,Mailbox is full,Messages remain in the outbox and do not send to external recipients. This started this morning.,Email,High,Email,Email Gateway
TKT-0875,2026-07-05 11:35:00,Possible malware warning,"IT team, A security warning appeared after I opened a downloaded file. I am working remotely today.",Security,Critical,Portal,Email Gateway
TKT-0030,2026-08-09 10:47:00,Cannot sign in,I entered the wrong password several times and my account is now locked. Please let me know what information you need.,Account Access,High,Email,Microsoft 365
TKT-0847,2026-08-11 00:44:00,Suspicious email received,"IT team, My company phone is missing and may have been left in a public location. Another team member can use the same service.",Security,High,Phone,Endpoint Protection
TKT-0616,2026-08-24 20:34:00,Battery drains quickly,"Hello, The laptop does not power on even when it is connected to the charger. This started this morning.",Hardware,Low,Portal,Battery
TKT-0016,2026-06-20 07:13:00,Account locked,The multifactor authentication code is not arriving on my phone. Another team member can use the same service.,Account Access,High,Email,Time Entry
TKT-0792,2026-06-07 19:23:00,Unusual password reset,"Hi support, A security warning appeared after I opened a downloaded file. This started this morning.",Security,High,Email,Identity Portal
TKT-0121,2026-07-22 00:26:00,Access denied,"Hello, I entered the wrong password several times and my account is now locked. I have a client deadline later today.",Account Access,High,Chat,Identity Portal
TKT-0254,2026-08-20 10:37:00,Wi Fi keeps dropping,"IT team, The VPN client stops while connecting and reports that the gateway is unavailable. This started this morning.",Network and VPN,Low,Portal,Project File Share
TKT-0684,2026-08-07 23:20:00,Laptop will not start,Please help. USB devices disconnect whenever I connect through the docking station. I am working remotely today.,Hardware,Medium,Portal,Docking Station
TKT-0269,2026-08-26 12:44:00,No network access,Websites work but I cannot reach the shared project drive from home. I am working remotely today.,Network and VPN,Medium,Phone,Office Wi Fi
TKT-0278,2026-06-28 03:55:00,Wi Fi keeps dropping,"Hello, Websites work but I cannot reach the shared project drive from home. This started this morning.",Network and VPN,Low,Chat,Corporate VPN
TKT-0653,2026-06-12 12:26:00,Keyboard stopped working,"IT team, The laptop does not power on even when it is connected to the charger. The problem began after the latest update.",Hardware,High,Chat,Keyboard
TKT-0510,2026-08-06 19:49:00,Update failed,"IT team, The application closes immediately after I open the project file. I have a client deadline later today.",Software,Low,Chat,Finance Application
TKT-0820,2026-08-16 08:43:00,Suspicious email received,"Hi support, My company phone is missing and may have been left in a public location. Another team member can use the same service.",Security,High,Chat,Email Gateway
TKT-0229,2026-07-28 00:40:00,Cannot reach shared drive,"Hello, The VPN client stops while connecting and reports that the gateway is unavailable. I have a client deadline later today.",Network and VPN,Medium,Portal,Project File Share
TKT-0102,2026-08-20 10:03:00,Cannot sign in,The multifactor authentication code is not arriving on my phone. Another team member can use the same service.,Account Access,Low,Email,Identity Portal
TKT-0374,2026-07-15 00:08:00,Email not sending,"Hi support, Messages remain in the outbox and do not send to external recipients. I am working remotely today.",Email,High,Chat,Shared Mailbox
TKT-0159,2026-07-19 12:14:00,Remote connection is slow,Please help. The network connection is extremely slow when I open large files remotely. The issue continues after a restart.,Network and VPN,High,Email,Project File Share
TKT-0496,2026-07-23 16:21:00,Application crashes,"Hi support, The program displays an error message and will not open. This started this morning.",Software,Medium,Email,Finance Application
TKT-0221,2026-06-26 09:48:00,Cannot reach shared drive,"Hi support, The VPN client stops while connecting and reports that the gateway is unavailable. I have a client deadline later today.",Network and VPN,Low,Email,Corporate VPN
TKT-0519,2026-07-24 04:33:00,Software install request,"Hi support, The program displays an error message and will not open. Please let me know what information you need.",Software,Medium,Chat,CAD Application
TKT-0518,2026-06-16 10:02:00,Program will not open,"Hi support, The program says no license is available even though I used it yesterday. I am working remotely today.",Software,Medium,Email,PDF Editor
TKT-0302,2026-07-30 13:45:00,Missing messages,Please help. A project attachment is being blocked when I try to send it. I have a client deadline later today.,Email,Medium,Portal,Exchange Online
TKT-0693,2026-06-05 03:38:00,Keyboard stopped working,"Hello, The second monitor is blank and is not shown in display settings. The issue continues after a restart.",Hardware,Low,Email,Battery
TKT-0227,2026-06-01 07:53:00,Wi Fi keeps dropping,"Hi support, My laptop shows connected to Wi Fi but no internal sites will load. There is no error code displayed.",Network and VPN,High,Email,Project File Share
TKT-0682,2026-06-02 03:21:00,Monitor not detected,The laptop does not power on even when it is connected to the charger. Please let me know what information you need.,Hardware,Medium,Email,Battery
TKT-0522,2026-07-13 13:57:00,Program will not open,The program says no license is available even though I used it yesterday. Another team member can use the same service.,Software,High,Email,Project Management Tool
TKT-0500,2026-06-13 09:54:00,Program will not open,"Hi support, I need the approved software installed for a new assignment. I am working remotely today.",Software,Medium,Phone,Finance Application
